origState,destState,familycnt,personcnt
117,137,3,13
142,117,10,58
134,119,1,5
117,136,4,22
109,139,22,131
125,133,11,65
134,118,7,44
630,154,1,6
117,134,1,7
109,136,41,236
118,119,5,33
142,110,4,20
118,117,31,196
134,110,1,4
140,147,1,7
118,112,1,4
1841,154,1,5
118,110,1,5
124,147,1,4
3,142,1,7
141,128,1,5
124,142,12,81
133,126,1,4
133,125,17,99
125,126,1,5
142,109,5,28
117,129,4,26
133,123,12,58
630,147,1,4
117,126,1,11
125,123,8,49
134,109,2,10
117,125,3,12
117,124,1,6
109,126,3,19
109,125,6,41
117,121,15,98
109,123,1,4
140,136,1,4
123,152,1,4
124,139,18,102
124,137,1,5
107,152,1,15
141,118,2,12
125,119,1,9
125,118,1,6
125,117,2,14
117,119,2,11
117,118,16,104
109,113,2,12
140,128,1,4
123,145,1,7
107,148,1,8
123,142,1,4
124,129,4,27
3,121,1,11
907,136,1,12
133,109,1,5
124,121,1,5
125,109,12,69
117,105,6,43
130,151,2,18
600,152,1,4
117,101,4,26
600,151,4,21
123,139,4,19
123,136,3,14
107,139,1,5
123,133,7,32
140,113,5,28
124,118,5,23
124,117,2,9
124,113,1,8
124,111,3,19
124,110,2,15
122,148,4,22
130,142,1,4
122,145,1,5
600,142,3,34
106,147,1,6
123,129,2,10
106,142,1,4
123,125,6,40
107,121,1,7
121,155,1,5
121,154,3,22
130,139,1,15
121,152,71,479
600,139,3,20
130,134,2,9
122,136,1,11
600,136,15,89
122,135,2,15
600,134,2,8
122,134,1,4
600,133,1,5
106,139,1,4
600,131,1,17
106,136,1,7
123,117,1,5
877,135,2,8
121,148,2,17
121,147,95,559
121,145,2,14
113,147,13,77
121,142,1,4
105,148,11,58
113,145,51,322
105,147,11,87
122,128,12,80
113,140,1,8
600,126,6,45
600,125,2,15
105,140,1,6
600,123,14,73
743,152,1,4
600,122,2,10
122,121,1,9
600,120,1,4
123,107,1,4
115,109,1,4
106,122,1,6
121,139,33,217
112,152,1,5
1822,145,1,4
121,137,18,142
121,136,1,5
113,137,19,120
121,134,1,11
105,139,1,5
600,118,2,12
122,118,2,9
600,117,1,8
876,137,1,4
122,113,2,23
743,142,1,5
736,125,1,18
120,142,1,4
112,145,3,16
121,129,82,482
121,128,3,16
113,129,3,25
113,128,10,60
121,124,2,13
105,129,5,32
105,128,1,8
121,122,1,9
113,124,3,12
743,139,1,11
600,109,2,12
113,122,3,24
113,121,2,8
600,106,5,41
122,106,1,5
105,122,3,23
122,105,2,11
105,121,1,5
807,109,1,10
122,101,2,11
111,154,1,4
120,139,1,4
877,106,1,6
111,152,3,12
112,137,1,5
121,119,1,7
121,118,159,1015
121,117,72,438
113,118,1,8
121,113,3,16
105,117,1,4
113,112,18,103
111,145,1,19
121,107,1,12
742,136,1,11
113,109,1,8
121,105,7,52
742,134,2,9
121,101,11,74
743,118,1,12
726,134,1,11
113,101,93,564
105,101,2,10
111,139,2,17
112,113,6,44
670,152,1,7
743,109,2,14
200,152,1,11
110,142,4,18
111,124,1,5
148,147,9,44
112,101,2,25
670,142,1,4
110,139,7,61
101,152,4,38
200,147,2,11
200,145,5,32
200,144,2,13
200,142,9,53
147,153,1,13
139,155,2,9
147,152,43,280
139,154,12,116
139,153,2,20
139,152,38,228
148,137,1,5
139,151,2,17
670,137,1,5
101,147,63,374
101,145,20,118
200,139,7,46
200,137,1,6
101,142,1,6
101,141,1,4
200,136,3,14
200,134,6,38
110,124,1,4
200,133,2,18
147,148,7,49
147,145,16,95
139,147,5,30
139,145,3,23
147,142,5,26
147,141,1,9
139,144,1,6
148,129,2,11
147,140,1,4
139,142,65,407
865,121,1,5
670,129,1,6
100,152,1,8
148,122,2,17
100,151,2,8
101,139,1,5
101,137,14,82
110,118,2,24
110,117,1,5
154,152,179,1288
200,125,6,49
155,139,2,10
200,122,1,6
200,121,2,10
147,139,9,63
155,136,3,24
147,137,54,396
147,136,1,4
139,137,5,38
715,142,1,6
139,136,18,96
139,134,9,55
139,131,1,7
148,117,1,8
100,147,4,33
139,130,4,24
100,145,1,6
148,113,1,8
100,142,5,33
101,129,2,11
101,128,15,89
154,148,1,12
670,112,2,8
101,125,1,4
200,118,5,25
101,122,3,18
101,121,10,63
154,142,6,45
200,113,1,10
715,139,4,35
200,111,1,6
147,129,42,290
147,128,21,124
139,129,1,5
139,126,2,9
139,125,5,36
147,122,3,13
139,124,11,56
147,121,79,511
100,139,2,10
100,137,1,4
139,121,22,144
100,136,4,28
145,157,1,6
148,101,3,17
153,152,3,18
101,118,2,18
154,139,29,207
101,117,3,18
145,152,4,29
154,136,4,30
137,152,38,232
101,113,48,287
101,112,3,21
129,152,6,35
200,105,1,4
147,119,1,8
147,118,38,254
147,117,39,247
139,119,7,46
139,118,165,1062
139,117,38,258
715,122,1,4
147,113,12,63
147,110,1,4
100,128,2,15
139,110,3,24
145,148,1,6
100,123,1,16
145,147,28,184
100,122,1,9
100,121,4,24
101,109,1,6
137,147,157,954
145,143,1,10
137,145,28,177
145,142,2,9
129,148,5,35
129,147,21,122
101,105,6,32
137,142,1,7
129,145,1,7
137,140,1,6
154,121,4,25
147,109,1,6
139,109,2,16
147,105,15,84
152,154,194,1412
139,105,1,4
152,153,2,8
147,101,117,749
152,151,5,47
144,153,3,12
100,117,1,7
139,101,3,15
136,155,3,13
136,154,3,18
144,151,1,5
145,139,2,18
136,152,1,14
100,113,1,5
128,154,1,5
145,137,33,215
136,151,23,141
137,139,10,63
128,152,1,4
100,110,1,10
137,136,1,5
129,139,8,53
650,155,1,5
650,154,1,4
154,118,1,14
154,117,1,6
129,136,1,5
137,130,1,5
152,149,1,8
152,148,3,37
152,147,74,450
152,145,5,27
720,151,2,10
152,142,15,98
100,109,1,8
136,145,2,14
144,142,3,20
128,148,7,45
128,147,7,45
136,144,8,37
145,129,1,4
145,128,20,135
128,145,9,75
136,142,48,284
145,127,1,14
136,141,1,11
145,126,1,4
137,129,16,104
137,128,8,54
145,124,1,5
137,126,1,4
145,122,2,14
129,128,3,17
137,124,1,4
145,121,5,34
137,122,1,4
137,121,28,174
137,120,2,14
151,155,2,14
129,121,32,197
151,152,4,30
152,139,78,483
720,147,1,4
1861,142,1,10
152,137,24,166
152,136,1,5
144,139,1,12
144,136,6,30
720,142,6,32
136,139,69,447
144,134,1,4
136,137,1,4
152,130,1,7
119,152,1,5
128,137,4,19
136,134,13,82
136,133,4,24
145,118,4,23
145,117,1,4
136,131,1,6
721,122,1,5
137,118,89,612
137,117,12,77
129,119,1,7
145,113,121,785
145,112,4,23
129,118,6,34
129,117,23,151
137,113,60,346
129,113,1,4
151,142,1,4
143,145,4,33
720,139,2,12
152,129,17,88
152,128,1,4
720,136,3,14
152,126,1,4
152,125,1,4
119,148,1,11
152,124,7,38
136,129,1,7
144,126,1,6
144,125,4,30
152,121,108,685
136,126,30,191
119,142,1,5
136,125,13,85
136,124,2,18
136,123,1,5
136,121,1,6
128,122,15,85
128,121,1,6
129,109,1,9
137,105,2,9
142,155,1,5
145,101,106,636
142,154,10,70
142,153,1,6
129,105,9,57
151,139,11,70
142,152,19,135
137,101,30,191
142,151,2,9
151,136,45,259
129,101,4,33
151,134,2,8
151,133,14,82
118,154,1,5
118,153,1,17
127,139,1,4
151,130,1,5
152,119,1,4
152,118,35,204
118,152,8,62
118,151,1,6
152,117,10,71
119,139,5,41
127,136,1,6
119,136,1,8
136,119,1,6
152,113,5,38
720,121,2,13
136,118,12,68
136,117,11,103
144,113,1,5
128,118,2,12
128,113,3,23
134,147,1,5
134,144,1,5
142,141,1,4
151,126,2,17
118,148,1,4
134,142,12,66
151,125,10,56
118,147,12,74
151,123,2,18
118,145,2,13
152,109,1,10
118,142,12,91
118,141,1,5
144,109,5,30
152,105,3,21
127,123,1,6
144,106,1,4
136,109,17,95
119,125,1,10
152,101,9,43
136,106,1,8
119,121,1,15
142,139,213,1277
133,152,1,5
125,155,1,7
128,101,14,93
133,151,16,92
142,137,1,4
134,139,16,83
142,136,41,231
117,154,2,12
142,134,6,49
125,151,8,51
142,133,1,14
126,139,1,4
151,119,1,5
134,136,18,103
117,152,8,43
126,137,1,4
142,130,1,5
126,136,11,66
118,139,41,260
109,151,2,16
118,137,23,162
134,130,1,4
151,113,1,6
118,134,1,5
720,106,1,4
119,118,7,52
135,110,1,5
141,142,1,4
117,147,26,145
125,144,10,49
142,126,4,30
125,142,2,8
142,125,2,11
117,145,3,29
851,121,1,8
142,124,13,81
134,126,1,6
151,109,3,14
109,145,2,8
142,122,1,8
109,144,1,5
117,141,1,5
118,129,6,38
118,128,1,4
109,142,8,53
118,125,1,13
126,122,1,4
118,124,2,9
127,109,1,5
118,121,62,445
118,120,1,4
141,139,1,5
124,154,7,55
124,152,5,38
124,151,1,9
125,139,4,26
133,136,6,51
142,119,1,5
117,139,19,134
125,136,33,226
142,118,21,161
