origState,destState,familycnt,personcnt
142,117,3,13
117,137,6,39
109,139,14,91
117,136,4,26
125,133,14,85
134,118,4,25
630,154,2,18
109,137,1,4
134,117,1,4
117,134,1,6
109,136,51,330
126,118,1,6
142,110,4,27
118,119,5,26
118,117,32,214
134,110,3,13
126,112,1,6
1819,122,1,5
140,147,2,20
118,110,2,11
3,145,1,4
940,137,1,9
124,147,1,7
124,142,12,72
141,123,1,5
133,125,13,81
133,124,1,5
142,109,3,18
117,129,15,83
133,123,4,23
117,126,1,4
125,123,13,89
134,109,2,8
109,126,1,7
117,123,1,6
117,122,1,4
109,125,3,13
134,105,2,10
117,121,23,143
134,101,1,5
118,105,1,5
123,153,1,4
118,101,4,28
123,151,1,12
124,139,30,182
124,137,1,4
107,152,1,4
141,118,1,4
141,117,1,5
895,137,1,4
133,119,1,4
124,130,1,11
125,117,1,6
117,119,1,4
117,118,16,90
109,118,2,11
125,111,1,4
117,113,1,4
109,113,2,15
3,121,1,4
107,142,1,7
124,121,2,9
125,109,7,40
125,107,2,8
117,109,1,4
117,105,12,58
130,152,1,6
117,101,2,14
122,152,1,6
122,151,1,7
600,151,15,87
123,139,3,17
2,134,1,7
123,136,4,18
106,152,1,4
123,133,3,20
124,119,1,9
107,136,1,7
140,113,3,16
124,118,11,86
116,118,2,12
907,125,1,4
124,110,2,8
122,148,7,35
130,142,1,14
122,145,1,7
600,142,3,19
877,148,1,6
123,125,9,70
140,101,2,8
121,154,3,22
130,139,1,7
121,152,51,330
130,137,1,5
600,139,2,8
600,138,1,5
113,152,5,43
122,137,1,7
600,136,31,194
122,135,1,8
600,134,1,8
131,117,1,4
106,137,1,6
123,118,2,12
123,117,1,7
877,135,1,5
121,149,1,4
121,147,88,520
121,145,2,12
113,147,18,136
130,129,1,5
105,148,1,4
113,145,34,229
121,142,4,43
105,147,4,24
105,145,1,5
113,142,1,7
122,128,21,127
600,127,2,12
600,126,3,19
113,140,3,27
600,125,3,12
122,125,1,5
600,123,6,30
600,122,9,50
106,125,1,7
106,121,1,10
1830,147,1,10
120,152,1,11
121,139,29,169
121,137,25,171
113,139,1,6
121,134,1,7
113,137,27,149
113,136,2,13
105,137,1,5
600,119,1,7
105,136,1,5
600,113,1,5
106,119,1,5
106,113,2,12
112,148,1,4
121,129,95,613
121,128,3,14
121,126,1,4
113,129,1,7
113,128,19,93
121,124,3,16
113,126,1,4
105,129,3,12
121,122,1,4
600,109,3,20
113,122,3,15
113,121,6,46
600,106,1,4
105,122,3,23
105,121,2,22
743,134,1,5
111,152,1,4
106,101,1,4
112,139,1,9
121,119,2,21
121,118,198,1242
121,117,57,349
113,118,1,9
113,117,3,22
121,113,4,19
121,112,1,15
121,110,1,4
113,112,13,95
105,113,3,16
743,122,2,9
111,145,1,17
111,142,2,9
120,121,1,4
112,122,1,6
112,121,1,4
157,145,1,4
121,107,1,4
121,105,6,35
113,105,1,8
121,101,21,132
105,104,1,15
113,101,105,682
105,101,2,9
111,139,1,5
111,136,2,8
157,137,1,8
112,113,3,14
670,153,1,5
200,154,1,6
110,142,1,7
732,155,1,4
111,124,2,12
148,147,5,30
670,147,1,4
104,105,1,4
112,101,1,6
670,143,1,4
670,142,5,23
101,154,2,18
110,139,6,36
200,147,3,32
101,152,5,33
110,136,1,4
200,145,2,10
110,134,1,10
200,142,8,49
147,154,1,7
155,151,1,6
139,155,2,16
147,152,30,231
111,113,1,8
139,154,11,93
148,139,1,4
