origState,destState,familycnt,personcnt
117,137,7,73
142,117,2,9
134,119,1,5
117,136,5,29
109,139,23,170
125,133,15,98
630,154,1,4
134,118,4,22
117,133,1,9
142,113,1,4
109,136,66,369
126,118,1,9
142,111,1,6
118,119,3,25
142,110,2,17
118,117,20,117
118,113,1,11
140,147,2,21
1889,125,1,4
118,110,1,4
124,147,1,7
124,142,21,109
141,123,1,9
133,126,1,5
116,142,1,10
133,125,19,100
141,121,1,12
125,127,1,6
142,109,2,15
117,129,4,23
133,123,12,73
133,121,1,7
109,129,1,6
125,123,9,54
117,125,1,5
109,126,2,12
109,125,12,76
117,121,19,110
109,122,1,4
118,105,2,14
124,139,37,244
124,136,1,5
124,134,1,7
125,118,2,13
125,117,5,30
117,119,1,6
117,118,9,85
109,118,1,9
125,112,1,6
109,117,3,18
117,113,1,4
109,113,1,7
109,112,1,4
123,142,2,14
124,128,1,4
124,126,1,11
833,122,1,4
124,125,1,4
132,121,1,11
124,123,1,5
133,109,2,16
124,121,14,91
125,109,13,84
117,105,5,21
130,152,1,9
2,139,1,4
600,155,1,4
600,151,10,66
131,136,2,18
123,139,6,35
2,134,1,4
123,136,3,18
123,133,8,39
107,137,1,4
124,119,1,14
140,113,3,22
124,118,3,13
124,111,1,7
124,110,2,12
130,147,1,4
122,148,1,4
122,147,2,13
122,145,1,4
131,129,2,11
600,142,1,8
123,128,2,8
123,127,1,11
123,125,8,52
123,124,1,6
124,109,1,7
124,106,1,4
107,121,1,6
121,155,2,16
121,154,7,41
130,139,1,7
121,153,2,12
121,152,64,433
121,150,1,5
600,139,3,20
113,152,6,50
113,151,1,7
600,136,27,190
105,152,1,6
600,134,1,5
123,118,2,11
877,135,3,14
107,113,1,8
121,147,93,567
113,148,1,4
121,145,6,35
121,144,1,5
113,147,19,132
121,142,3,14
113,145,36,224
113,144,1,7
105,147,5,41
113,142,3,17
122,128,3,13
113,140,2,22
600,126,6,35
600,124,1,4
600,123,4,17
600,122,2,9
600,121,1,9
121,139,40,260
121,137,16,147
121,136,3,12
113,137,17,113
105,137,1,8
122,119,1,4
600,118,1,4
122,118,1,14
122,113,1,10
600,113,3,20
743,142,2,9
112,145,1,5
121,129,83,503
121,128,3,15
113,128,32,196
121,124,2,19
105,129,2,17
105,128,2,14
121,122,3,21
743,139,2,14
113,122,3,19
113,121,4,21
743,136,2,13
600,106,5,42
105,122,1,4
122,105,2,15
122,101,1,4
111,152,3,23
121,118,211,1427
121,117,56,355
121,116,1,5
113,118,1,5
113,117,2,19
121,113,6,54
742,142,1,4
121,111,2,20
105,117,1,7
113,112,10,54
105,113,1,5
112,122,1,5
157,145,2,8
113,109,1,6
121,105,5,25
121,101,35,208
113,101,112,746
111,139,3,14
741,142,1,11
670,152,1,8
200,154,1,5
200,152,3,20
200,151,1,5
110,142,7,37
200,150,1,12
111,124,3,14
741,139,1,13
111,122,1,4
865,142,1,8
148,147,2,12
148,145,2,19
112,101,2,8
670,142,5,24
110,139,10,71
101,152,2,24
200,147,2,11
110,136,1,4
200,145,2,15
200,144,1,4
110,134,2,12
200,142,8,44
139,155,1,5
147,152,52,374
139,154,13,93
139,153,3,20
139,152,40,279
139,151,1,10
148,137,1,4
670,139,1,5
670,137,2,10
101,147,33,215
101,145,16,104
200,139,7,39
110,129,1,5
200,137,3,18
200,136,15,91
200,134,3,18
110,121,1,5
147,148,1,5
856,142,1,4
147,145,21,145
139,147,9,67
147,142,1,15
139,145,3,41
139,144,1,12
147,141,1,4
147,140,9,55
139,142,68,491
148,122,1,6
100,152,3,27
148,121,2,8
100,151,2,9
670,124,1,4
101,137,13,91
110,118,1,5
154,153,1,7
154,152,167,1157
200,125,2,11
155,139,1,4
200,123,1,4
200,121,4,18
147,139,13,69
155,136,1,4
147,137,61,418
147,134,1,7
139,137,7,45
715,142,1,4
139,136,8,51
139,134,7,51
732,121,1,9
100,147,2,13
100,145,1,4
100,142,7,46
101,129,2,13
101,128,6,59
154,147,1,4
200,118,1,11
200,117,1,4
101,122,2,21
101,121,3,17
154,142,9,60
200,113,2,16
147,129,42,248
147,128,17,116
139,129,6,38
139,128,1,5
147,124,1,5
139,126,3,16
139,125,1,13
147,122,4,28
139,124,9,53
147,121,80,493
139,123,1,13
139,122,2,24
100,137,1,4
139,121,17,126
139,120,1,6
100,136,3,19
100,134,2,12
153,154,1,5
153,152,1,4
148,101,1,5
137,157,1,7
145,153,1,4
154,139,32,216
145,152,2,10
101,117,1,8
154,136,2,8
137,152,25,177
154,134,1,7
101,113,18,117
200,107,1,12
129,152,9,53
147,119,1,4
147,118,36,235
147,117,63,445
139,119,3,20
139,118,106,665
139,117,24,197
715,122,2,9
147,113,25,172
139,110,1,9
145,148,1,5
100,123,1,10
145,147,45,286
137,148,4,22
100,121,5,54
137,147,187,1181
145,143,1,4
137,145,36,269
129,147,13,91
101,105,1,6
137,142,2,11
154,124,2,12
154,123,1,8
154,121,8,49
147,109,2,21
147,107,1,10
139,109,3,22
147,105,7,44
139,107,1,9
152,154,161,1182
139,105,1,4
147,101,150,968
100,118,2,19
136,154,4,20
145,139,1,12
136,152,5,38
145,137,32,191
100,113,2,11
136,151,23,157
137,139,24,136
137,136,1,6
129,139,4,28
154,118,5,28
154,117,1,5
129,137,7,50
145,130,1,16
137,130,2,16
152,147,98,684
152,145,6,38
152,142,22,120
136,147,1,10
144,142,1,7
128,148,2,12
136,144,2,11
128,147,8,58
145,129,6,53
145,128,27,165
128,145,7,45
136,142,59,343
137,129,20,119
100,101,1,6
137,128,8,41
145,122,2,27
145,121,11,73
137,121,54,363
129,122,1,4
129,121,15,91
152,139,152,1048
720,147,1,6
152,137,33,198
720,145,1,4
152,136,2,8
144,139,4,24
720,144,2,13
720,142,3,14
136,139,103,636
144,136,8,41
144,134,1,4
152,130,2,14
144,133,1,6
153,118,1,12
128,137,1,4
136,134,14,95
136,133,3,16
145,118,11,72
145,117,5,29
137,119,1,5
137,118,77,490
137,117,10,63
129,119,1,7
145,113,99,610
145,112,1,5
129,118,5,33
129,117,1,4
137,113,60,375
129,113,3,25
143,145,1,5
151,142,9,46
720,139,3,14
152,129,12,83
152,128,1,11
127,147,1,6
720,134,1,4
152,124,7,38
136,129,2,14
144,125,7,34
152,121,173,1099
136,126,8,53
136,125,26,180
136,124,1,7
136,123,3,24
136,122,2,10
128,125,2,8
136,121,9,47
128,122,13,84
128,121,1,4
129,109,1,9
137,106,1,4
650,124,1,4
137,105,1,4
145,101,75,475
129,106,1,9
142,154,4,25
142,153,1,5
129,105,6,41
151,139,16,110
142,152,18,96
137,101,50,293
134,154,1,8
142,151,1,8
151,136,86,550
134,152,1,5
151,133,10,69
720,129,1,4
118,154,1,6
126,151,2,8
152,119,4,17
152,118,35,280
118,152,14,103
118,151,1,5
152,117,7,43
119,139,4,30
119,137,1,7
720,123,1,4
152,113,10,84
720,121,2,9
136,118,32,219
152,112,1,6
136,117,2,10
152,110,1,5
128,118,1,7
128,117,1,6
136,113,1,6
128,113,11,66
142,147,5,33
134,147,1,6
142,141,1,7
151,126,1,4
118,148,1,6
134,142,23,143
151,125,16,99
118,147,11,73
151,123,1,8
126,142,1,7
151,121,1,7
720,118,1,4
152,109,3,15
118,142,6,51
152,107,1,10
119,129,1,6
152,106,1,4
144,109,4,32
152,105,1,4
135,122,1,4
127,123,1,4
136,109,27,166
152,101,14,88
119,121,2,13
141,152,2,12
142,139,274,1773
125,155,1,5
128,101,10,70
133,151,21,152
125,154,1,4
134,139,35,216
142,136,37,223
117,154,1,7
134,137,1,9
142,134,13,69
125,151,21,132
126,139,2,8
134,136,22,151
151,118,3,22
117,152,2,16
151,117,3,21
109,154,1,4
126,136,5,24
142,130,1,6
118,139,40,282
109,151,3,13
118,137,15,102
109,150,1,5
118,136,3,17
118,134,1,6
151,110,1,10
119,118,2,26
119,117,1,6
141,142,2,14
142,129,1,4
133,142,3,13
117,147,21,162
125,144,4,19
117,145,1,11
142,125,1,7
125,142,8,56
125,141,1,11
142,124,11,70
134,126,2,8
142,123,2,18
151,109,6,42
109,145,1,6
117,142,1,5
142,121,4,41
117,141,1,4
109,144,4,27
142,120,1,12
118,129,4,25
109,142,6,31
134,121,2,11
126,123,1,7
118,125,2,13
118,124,1,4
118,123,1,9
143,101,1,6
118,121,37,232
119,106,1,4
124,154,3,22
141,136,1,5
133,139,3,18
124,152,8,41
125,139,27,179
133,136,20,144
851,117,1,9
142,119,1,4
117,139,12,77
125,136,68,447
142,118,20,139
