origState,destState,familycnt,personcnt
117,137,2,11
125,134,2,11
117,136,2,19
109,139,13,77
125,133,32,199
134,118,2,25
109,136,111,648
142,111,1,5
126,117,1,4
134,113,1,6
142,110,4,28
109,133,1,4
118,113,1,7
140,147,4,45
3,147,1,5
124,147,4,25
1842,136,1,9
124,142,45,267
133,125,16,104
142,109,4,25
133,123,18,106
125,124,1,7
125,123,48,326
134,109,1,6
117,125,1,4
109,126,1,8
134,106,1,4
109,125,26,171
117,121,7,47
109,123,1,4
140,137,1,4
123,153,2,9
123,151,3,27
124,139,40,227
124,137,4,33
124,136,2,17
107,152,1,6
125,118,1,7
117,118,1,5
109,118,1,6
117,113,1,7
123,147,1,24
123,145,1,6
123,144,2,8
123,142,1,5
107,142,2,20
124,121,32,191
125,109,12,85
109,107,2,16
600,155,1,4
130,152,1,8
600,151,5,25
123,139,2,13
123,136,1,5
106,152,1,13
123,133,7,46
124,118,2,20
124,113,2,30
124,110,1,7
130,142,1,4
600,142,5,30
106,147,1,17
123,125,19,131
132,109,1,8
107,124,1,10
121,154,7,38
121,153,1,6
121,152,100,716
121,151,1,9
600,139,2,19
113,152,10,71
600,136,10,65
105,152,2,28
122,135,3,18
600,134,2,12
600,133,3,16
123,118,1,13
877,135,2,8
121,148,2,10
121,147,52,306
113,148,1,4
121,145,13,93
113,147,25,179
113,145,37,221
121,142,4,27
122,129,3,38
113,142,1,4
122,128,3,12
113,140,3,16
600,126,5,32
600,125,1,7
600,123,1,4
600,122,6,44
121,139,76,455
121,137,40,284
113,139,5,51
121,136,4,25
113,137,28,166
113,134,1,5
122,113,1,9
743,142,1,4
121,129,18,100
121,128,3,20
113,128,6,55
121,124,11,72
105,129,1,7
121,122,2,11
113,124,2,29
600,109,1,4
113,122,6,40
743,137,1,7
113,121,4,18
600,106,5,35
743,136,1,15
105,122,1,4
111,152,2,11
121,119,1,5
121,118,28,169
121,117,11,64
113,118,1,5
121,113,3,25
113,112,4,33
113,110,1,8
743,122,3,25
120,121,1,4
157,145,1,4
113,109,5,38
113,105,1,4
121,101,2,12
743,118,1,4
113,101,11,61
110,154,2,28
110,152,4,25
1890,142,1,6
112,113,2,17
157,137,1,10
670,152,1,4
200,152,7,40
200,151,1,4
110,142,4,26
111,125,1,4
111,124,3,12
120,109,1,4
148,147,1,4
148,145,1,6
670,142,1,4
110,139,3,13
101,152,3,27
110,137,1,4
200,145,4,33
110,136,3,17
200,144,1,17
200,142,15,113
147,154,1,8
147,152,68,444
139,154,2,12
139,152,35,228
139,151,2,11
670,137,3,21
670,136,1,4
101,147,6,28
101,145,14,84
670,130,1,7
200,139,2,12
200,137,4,19
200,136,3,20
200,134,5,29
200,133,1,23
110,124,1,6
110,121,1,4
147,145,20,140
139,147,1,7
139,145,6,30
147,142,5,50
139,144,2,16
147,140,5,62
139,142,50,310
148,128,1,4
100,152,4,25
148,122,1,9
148,121,2,12
100,151,2,13
101,137,8,54
154,152,138,959
200,125,1,13
200,124,1,10
200,123,1,11
155,136,1,11
147,139,11,83
200,121,3,18
147,137,64,410
147,136,2,10
139,137,3,18
139,136,8,47
139,134,5,50
100,147,6,43
139,130,1,8
100,144,2,9
148,113,1,4
100,142,8,51
101,128,1,6
154,147,4,38
101,122,1,6
101,121,3,24
154,142,6,43
200,113,1,5
715,139,2,18
147,129,2,17
147,128,2,11
715,136,1,4
147,124,2,19
147,122,2,9
139,125,4,29
139,124,12,66
147,121,94,632
100,139,2,13
139,121,15,94
100,137,1,8
100,136,7,42
100,133,1,7
137,157,2,11
145,154,1,6
154,139,25,159
145,152,15,107
154,136,5,36
137,152,92,632
200,109,1,9
154,134,4,37
101,113,13,68
129,152,6,50
147,119,1,7
147,118,7,53
147,117,7,40
139,119,1,12
139,118,3,16
715,122,1,5
147,113,10,56
100,129,1,7
139,110,2,11
100,125,2,10
100,124,1,4
100,123,1,5
145,147,75,514
153,144,1,4
100,121,2,10
137,147,179,1086
145,143,2,26
137,145,79,462
145,142,6,35
129,147,5,28
137,142,7,62
154,124,1,10
137,141,1,6
138,127,1,5
154,121,5,38
139,109,4,29
147,105,2,10
152,154,149,1052
147,101,11,70
144,154,1,4
152,151,1,8
153,139,1,4
136,155,1,7
153,137,1,10
144,151,2,18
136,154,2,10
721,145,1,4
136,153,1,7
145,139,13,62
153,136,1,5
136,152,3,18
100,113,1,6
145,137,75,498
136,151,28,200
137,139,20,120
137,136,1,4
129,139,1,14
137,134,1,8
129,137,1,5
137,130,1,11
129,131,1,4
154,110,1,4
152,149,1,10
152,148,2,14
152,147,137,879
720,154,3,28
152,145,27,172
152,144,2,8
720,152,4,18
144,145,1,9
152,142,34,244
100,109,2,15
144,142,2,8
136,145,2,11
128,147,2,8
136,144,8,55
145,129,2,8
145,128,11,64
128,145,8,40
136,142,23,149
137,129,6,45
137,128,3,19
145,122,2,17
137,125,1,4
145,121,56,331
137,124,3,16
137,123,1,7
137,121,110,720
129,122,2,10
129,121,9,51
151,154,1,9
151,152,1,9
152,139,111,734
152,137,84,585
152,136,5,29
720,145,3,17
144,139,3,14
152,134,2,12
720,142,17,98
136,139,18,110
144,136,23,152
136,137,2,25
152,130,1,7
119,152,1,10
128,137,1,6
136,134,21,110
136,133,6,38
145,118,3,13
145,117,3,12
