origState,destState,familycnt,personcnt
142,117,4,19
117,137,5,38
117,136,2,15
109,139,18,117
125,133,22,139
134,118,4,27
134,117,1,9
117,134,2,18
142,113,1,6
109,136,84,533
117,133,1,6
142,111,1,7
109,133,1,4
142,110,3,21
118,117,4,17
134,110,1,4
140,147,1,16
118,110,1,12
124,147,2,16
700,152,1,4
124,145,1,5
124,142,39,263
133,125,12,71
142,109,3,21
133,123,15,89
142,107,1,5
134,109,1,6
142,106,1,6
125,123,25,159
109,125,16,91
117,122,1,7
117,121,7,51
109,121,1,5
123,154,1,4
123,151,1,13
124,139,35,230
124,137,3,26
124,136,2,11
107,152,1,4
124,134,1,6
141,117,1,5
133,117,1,7
125,118,1,6
117,118,4,29
109,117,1,5
131,148,1,5
123,145,1,8
123,142,1,5
3,121,1,12
107,142,2,10
133,109,1,13
124,121,19,111
125,109,15,105
130,152,1,5
600,151,9,50
131,136,1,7
123,139,5,37
123,136,3,20
824,134,1,5
123,133,15,97
140,113,1,4
124,118,2,13
124,113,1,5
600,148,1,6
122,148,3,15
122,147,1,7
130,142,1,6
600,142,5,31
106,147,1,16
123,127,2,14
123,125,18,121
140,105,1,5
124,109,1,4
121,157,1,7
124,101,1,6
121,154,8,60
121,152,104,723
130,137,2,24
113,152,10,79
122,136,1,8
600,136,15,118
600,134,1,4
600,133,2,13
877,135,2,10
121,147,113,726
113,148,1,6
121,145,13,84
113,147,52,351
113,145,44,297
121,142,6,32
105,147,2,14
122,129,2,16
113,142,1,5
122,128,3,12
600,125,2,14
130,122,1,7
600,123,5,28
600,122,5,40
122,121,3,21
123,109,4,30
121,139,60,372
112,152,1,7
121,137,44,317
121,136,5,29
113,139,3,15
121,134,1,5
113,137,28,194
113,136,1,8
743,142,1,8
112,145,1,4
121,129,40,272
121,128,3,13
113,129,3,27
113,128,14,88
121,124,3,17
105,129,1,9
121,122,2,14
743,139,1,6
600,109,1,10
121,120,2,15
113,122,5,27
113,121,9,62
113,120,1,4
600,106,4,23
105,121,1,11
122,101,1,4
111,152,2,22
112,137,1,4
121,119,1,4
121,118,74,469
121,117,19,147
113,118,1,7
113,117,2,15
121,113,4,36
121,110,1,6
113,112,4,29
105,113,1,4
743,122,2,21
121,109,1,4
112,122,1,5
121,107,1,4
113,109,1,5
742,134,1,7
859,129,1,7
121,101,11,59
113,101,19,132
110,154,2,15
105,101,1,6
112,113,1,8
200,154,1,7
110,145,2,14
200,152,2,19
200,151,2,16
110,142,3,16
111,128,3,12
111,124,4,28
148,147,5,23
670,142,1,6
110,139,3,18
101,152,1,4
200,147,1,10
110,136,1,5
200,145,4,22
200,144,1,8
110,134,1,6
200,142,3,12
147,157,1,7
147,154,1,7
147,152,46,336
139,154,10,58
139,152,44,243
139,151,1,6
101,147,11,69
101,145,7,41
200,139,1,4
200,137,4,18
200,136,6,33
200,134,3,22
110,124,2,11
200,133,2,12
110,121,2,13
147,148,1,4
147,145,21,157
139,147,1,5
139,145,3,27
147,142,2,9
147,140,4,42
139,142,73,501
148,123,1,16
100,152,4,25
148,121,2,10
100,151,4,23
101,137,3,14
154,152,136,904
154,151,1,12
200,125,8,51
200,123,2,19
200,122,1,5
147,139,21,152
147,137,81,564
147,136,2,11
147,134,1,7
139,137,6,51
715,142,1,4
139,136,11,94
139,134,8,71
139,133,1,4
100,147,1,8
148,117,1,11
139,130,1,8
100,145,1,4
100,142,2,17
100,141,1,4
101,129,2,8
100,140,1,4
101,128,4,21
154,147,1,7
101,125,1,6
154,144,1,13
200,117,1,7
101,122,1,5
101,121,7,53
154,142,8,52
147,129,12,72
200,111,1,8
147,128,4,31
155,123,1,4
139,128,1,4
139,126,1,7
147,122,2,13
139,125,5,32
139,124,10,67
147,121,94,589
139,123,3,21
100,139,2,9
148,107,1,4
139,121,29,173
100,136,6,39
153,152,1,9
154,139,25,176
145,152,19,126
137,154,2,12
154,137,2,12
154,136,5,28
137,152,58,381
154,134,2,32
101,113,10,55
129,153,1,4
129,152,4,52
147,119,3,18
147,118,11,63
147,117,12,74
139,119,1,12
139,118,22,173
139,117,4,17
147,113,16,95
100,129,1,4
139,110,1,4
100,126,1,4
100,125,1,8
145,148,1,5
100,124,2,17
100,123,2,10
145,147,95,588
100,121,1,10
153,142,2,12
137,147,237,1549
145,143,1,5
137,146,1,4
137,145,52,339
145,142,2,19
