origState,destState,familycnt,personcnt
107,128,1,8
107,126,1,5
107,120,20,116
743,155,1,3
107,119,7,36
107,118,4,17
138,130,1,6
107,117,7,42
107,116,3,14
107,112,1,4
107,110,1,5
146,158,7,46
743,141,1,5
146,155,17,100
146,153,6,27
146,150,1,4
138,129,1,5
138,127,11,55
138,126,2,11
107,106,3,13
107,105,1,7
107,104,3,15
720,141,1,10
146,148,4,22
123,155,2,19
712,119,2,10
712,117,1,6
712,116,1,13
735,107,1,8
146,141,4,19
146,140,1,4
138,119,6,40
720,139,1,4
123,148,1,6
743,126,1,4
100,155,1,6
100,154,2,13
146,138,11,62
100,152,3,16
743,122,1,4
123,144,1,4
100,150,1,4
146,136,2,12
743,120,1,7
146,133,1,7
123,140,2,18
146,131,14,93
146,130,2,8
851,139,2,12
138,106,4,27
154,156,1,4
720,127,1,6
100,148,5,30
743,118,3,20
100,147,1,6
154,152,40,229
100,146,3,16
100,145,1,6
154,150,1,6
146,129,3,20
100,142,5,22
146,127,13,66
100,141,1,7
146,126,5,30
123,133,1,7
100,140,35,251
146,122,1,4
146,120,5,25
115,106,2,10
851,126,1,7
851,121,1,5
131,156,6,27
154,148,3,27
131,155,6,29
720,119,1,4
131,153,21,128
131,152,4,28
100,139,2,14
720,117,1,5
100,138,2,18
131,150,4,26
100,137,2,14
154,142,11,56
100,136,1,7
720,113,1,13
123,127,3,16
146,119,38,227
146,118,3,18
123,125,13,73
146,117,8,43
100,131,1,15
146,116,1,9
154,139,25,146
131,146,18,105
154,138,1,7
154,137,1,8
131,142,3,13
100,129,7,35
720,107,1,5
154,134,1,5
131,141,18,104
131,140,12,62
100,127,1,5
100,126,5,26
154,131,1,4
100,125,3,16
100,121,2,16
146,107,3,20
100,120,5,29
146,106,2,13
146,105,1,4
131,139,4,27
131,138,1,10
154,129,4,22
131,136,1,5
154,126,2,13
131,132,1,10
100,119,1,6
154,124,4,16
131,130,6,31
100,117,1,5
100,116,2,12
154,121,9,50
154,120,7,45
123,106,1,5
100,113,1,4
131,129,33,242
131,127,4,18
154,119,4,28
131,126,4,28
154,118,4,24
154,117,3,15
154,116,2,10
131,122,2,10
131,120,44,245
100,107,1,6
100,106,1,7
100,105,8,44
100,101,1,8
131,119,91,527
131,118,5,42
131,117,38,214
131,116,8,41
154,107,5,29
154,104,1,8
131,109,1,4
131,107,30,171
131,106,7,37
131,105,3,24
131,104,1,12
131,102,2,10
119,156,3,15
119,155,6,33
119,154,4,22
119,153,15,90
119,152,1,10
119,150,3,20
119,147,1,4
119,146,19,128
119,144,1,5
119,142,5,25
119,141,10,60
119,140,4,21
824,145,1,5
119,139,7,54
119,138,1,7
119,137,1,4
119,136,3,12
119,131,96,566
119,130,8,41
127,158,1,4
127,155,26,165
127,153,25,138
127,151,1,4
119,129,45,243
119,127,15,73
119,126,1,7
119,125,1,7
739,101,1,4
119,120,42,271
127,148,3,13
127,146,16,86
127,145,1,4
104,150,17,158
127,142,1,4
127,141,7,36
119,118,12,67
119,117,48,261
119,116,4,24
732,155,5,29
119,110,3,18
732,153,1,4
732,150,1,4
158,155,1,7
158,153,4,23
104,147,1,6
127,139,3,12
127,138,19,114
127,136,2,14
104,140,1,10
127,131,5,34
127,130,1,5
119,107,14,76
119,106,13,75
119,105,2,13
119,101,1,5
135,156,3,27
158,146,35,212
135,153,1,5
135,150,6,64
127,129,2,12
104,135,7,72
127,126,7,43
127,123,3,12
127,121,2,9
127,120,2,13
732,138,2,9
135,148,11,62
158,139,1,6
158,138,8,57
104,129,3,15
135,141,1,6
135,140,1,8
127,119,17,99
158,130,2,9
127,118,2,9
127,117,12,51
127,116,1,7
127,112,1,5
732,127,4,19
112,145,2,11
158,127,1,8
158,126,1,4
127,109,1,7
127,107,2,16
127,106,5,21
127,105,1,6
158,119,1,6
1885,118,1,6
135,120,2,10
104,107,2,24
104,106,4,22
104,105,2,30
120,156,4,25
120,155,4,24
120,154,5,27
120,153,44,259
120,152,4,19
120,150,4,20
732,106,1,5
112,125,4,23
135,117,1,11
112,120,1,4
120,148,10,53
120,147,2,20
120,146,3,18
120,142,1,4
120,141,26,159
120,140,159,1023
112,119,2,9
112,117,1,7
135,107,2,8
135,106,1,4
112,113,18,112
135,104,9,62
135,101,2,16
120,139,25,140
120,138,2,14
120,136,3,17
120,135,5,29
120,134,1,8
120,131,89,535
120,130,3,26
112,109,1,5
112,101,8,43
120,129,176,1047
151,141,1,5
120,128,2,18
120,127,3,15
120,126,2,10
120,125,3,12
120,123,1,6
120,122,3,18
120,121,6,48
151,137,1,4
151,136,8,43
151,134,1,5
151,133,9,49
120,119,56,289
120,118,28,150
120,117,59,326
120,116,8,44
120,113,1,4
151,126,1,4
151,125,6,29
120,107,50,265
120,106,20,113
120,105,23,134
120,104,2,16
736,153,3,16
705,136,2,11
728,129,1,6
151,109,3,33
151,107,1,4
151,106,1,8
813,141,1,5
927,118,1,6
736,148,1,5
736,146,15,88
139,155,6,35
139,154,23,148
1889,147,1,4
139,153,2,8
139,152,7,39
736,138,14,72
116,156,9,54
736,134,1,9
139,147,4,28
139,146,2,11
116,153,8,44
736,131,3,17
116,150,41,296
139,142,34,187
139,141,1,5
139,140,2,10
116,148,1,9
736,125,1,4
139,138,2,8
116,144,2,14
139,136,7,37
736,121,1,7
736,120,6,29
139,134,2,8
116,141,6,34
116,140,1,4
139,131,9,57
139,130,5,25
147,154,2,14
147,153,7,51
147,152,11,69
147,150,1,5
139,129,13,85
1889,119,1,4
139,126,25,127
139,125,2,9
116,132,1,9
116,130,3,15
139,121,17,92
139,120,18,108
721,148,1,6
721,142,1,4
721,140,7,43
147,148,68,394
124,154,4,20
147,146,1,4
124,152,7,36
116,129,1,4
147,141,3,17
147,140,13,73
116,127,1,6
139,119,11,62
139,118,43,220
139,117,16,96
139,116,1,5
116,120,1,5
139,110,4,25
721,136,2,11
101,155,1,11
124,146,1,8
101,152,1,4
147,137,10,62
147,136,1,6
124,142,14,83
116,119,1,4
147,131,1,5
116,118,1,7
116,117,1,5
139,109,1,4
139,107,5,28
139,106,6,36
139,105,2,17
139,101,5,25
200,156,3,20
200,153,2,17
200,152,1,7
101,148,59,375
155,153,17,91
101,147,11,66
200,150,10,56
124,139,1,4
101,145,2,9
155,150,1,4
721,122,3,15
147,129,16,84
124,136,1,4
147,128,8,42
101,140,4,20
147,126,1,7
147,122,3,15
147,121,30,164
147,120,1,5
116,107,1,8
116,106,1,9
200,148,2,20
200,147,1,10
200,146,1,4
721,119,1,5
1000,153,1,4
155,146,5,29
132,153,1,6
200,144,2,11
721,118,1,6
721,117,1,5
155,144,1,4
200,142,9,48
132,150,4,27
101,137,2,22
155,142,1,6
155,141,5,23
147,118,3,20
147,117,5,29
147,113,11,55
124,120,1,8
200,139,6,31
200,138,1,11
1000,146,10,60
155,139,5,26
200,137,2,12
155,138,1,4
200,136,3,16
721,109,1,4
155,136,1,5
200,134,6,35
1000,142,1,4
200,133,1,4
101,128,24,144
721,106,1,5
200,130,2,10
155,131,9,47
101,122,4,19
147,107,1,9
147,106,3,14
124,113,2,8
147,105,28,166
147,104,2,12
