origState,destState,familycnt,personcnt
142,117,2,11
117,136,2,26
109,139,22,157
125,133,23,138
134,118,5,33
134,117,1,5
117,134,1,4
142,113,2,12
109,136,88,530
630,151,1,8
142,110,7,38
118,117,3,20
134,110,2,16
140,147,1,5
118,110,1,10
124,147,10,69
124,145,1,5
124,142,30,200
133,125,14,102
141,121,1,6
117,129,1,4
142,109,4,28
125,126,2,8
133,123,20,116
125,124,1,4
142,107,2,8
125,123,16,109
142,105,1,5
109,126,1,6
109,125,25,166
117,121,8,51
109,123,1,5
134,101,1,4
140,135,1,7
123,151,2,10
124,139,60,343
124,137,1,9
124,134,1,6
895,136,1,6
125,118,2,8
125,117,1,4
125,113,1,4
109,118,1,6
109,117,1,4
109,116,1,4
109,113,2,10
123,148,1,15
140,128,1,5
123,144,1,6
124,128,1,4
133,109,3,22
124,121,15,92
125,109,18,111
1,152,1,7
125,101,1,5
130,152,1,9
130,151,1,7
600,154,2,8
630,121,1,8
122,151,2,13
600,151,11,78
123,139,3,16
2,134,1,6
123,136,2,9
123,133,5,36
124,119,1,6
140,113,1,8
124,117,1,8
124,113,1,4
124,111,1,5
124,110,2,12
130,142,2,9
130,141,1,4
600,142,4,29
123,125,13,81
121,154,7,37
130,139,1,4
121,153,1,6
121,152,83,610
600,139,1,6
1,134,1,5
600,138,1,5
113,152,11,106
130,134,1,12
130,133,1,4
600,136,18,110
922,129,1,10
600,134,3,22
600,133,1,4
106,137,1,5
121,148,2,9
121,147,100,594
113,148,1,5
121,145,12,69
113,147,65,414
113,145,45,303
121,142,8,75
105,147,2,18
113,144,3,17
600,129,1,6
122,129,1,5
122,128,3,14
113,141,1,8
113,140,1,4
600,126,5,30
600,125,3,23
600,123,2,12
600,122,6,64
122,121,2,8
600,121,1,4
123,106,1,8
106,121,1,4
121,139,77,504
121,137,25,174
113,139,3,23
121,136,3,23
113,137,14,79
105,137,1,7
600,117,1,13
122,113,1,4
112,145,2,12
120,142,1,5
121,129,36,257
121,128,4,23
113,129,3,19
121,125,1,4
113,128,12,58
121,124,11,85
1875,152,1,4
121,123,1,9
105,128,1,6
113,125,1,5
121,122,2,16
113,124,3,17
600,109,3,20
113,122,6,41
113,121,11,77
122,106,1,5
600,106,6,44
111,153,1,12
111,152,1,9
120,136,1,11
121,118,75,495
121,117,19,130
113,117,5,29
121,113,2,17
105,116,1,6
113,112,3,18
105,113,2,11
743,122,1,4
120,121,2,11
121,109,1,7
113,109,1,4
121,105,6,29
113,105,2,12
121,101,8,39
113,101,15,92
105,101,1,4
110,152,1,5
112,113,3,28
670,152,1,12
670,151,1,11
200,152,4,35
200,151,2,8
110,142,5,47
148,147,3,19
670,142,5,23
110,139,4,26
101,152,2,13
200,147,6,31
200,145,1,5
110,136,2,18
200,144,4,27
110,134,2,8
200,142,3,19
147,154,1,7
147,152,59,444
139,154,15,115
1866,129,1,6
139,152,39,250
139,151,5,29
148,135,1,6
670,139,2,13
670,137,1,9
670,136,1,4
101,147,11,80
101,145,11,71
200,139,6,48
200,137,5,24
200,136,8,55
101,140,1,8
200,134,5,33
110,124,2,12
200,133,2,14
147,145,25,178
139,147,5,31
147,144,1,5
139,145,5,32
147,142,3,21
147,141,2,10
147,140,2,21
148,129,2,14
139,142,63,390
100,154,1,7
100,152,1,4
100,151,1,9
101,137,6,33
110,118,1,11
154,152,122,904
154,151,1,4
200,125,2,12
200,124,4,26
200,123,4,25
147,139,15,100
200,121,2,18
147,137,70,472
139,137,8,65
139,136,13,75
139,134,9,67
100,144,2,12
148,113,1,17
100,142,1,9
101,128,3,19
670,113,1,5
810,122,1,9
101,121,4,27
154,142,6,47
138,145,1,8
200,113,4,30
147,129,11,71
147,128,2,12
200,110,2,12
139,129,3,18
155,123,1,7
147,124,2,11
139,126,1,4
147,122,2,11
139,125,5,50
139,124,19,112
147,121,93,595
139,121,14,89
100,137,2,13
100,136,3,32
153,152,1,17
154,139,29,182
145,152,14,106
154,137,3,14
137,154,2,8
137,152,50,347
154,135,1,4
101,113,9,69
129,153,1,7
129,152,2,9
147,119,2,31
147,118,8,46
147,117,13,99
139,119,1,6
139,118,10,72
139,117,5,36
147,113,15,98
139,113,1,20
100,129,1,4
100,125,2,11
100,124,1,4
145,148,1,5
145,147,76,511
153,144,1,4
100,123,1,5
100,121,1,10
137,147,218,1402
145,143,2,12
145,142,1,5
137,145,65,410
145,141,2,14
129,147,6,41
137,143,2,16
145,140,1,5
154,125,2,13
129,145,1,8
154,124,3,16
129,141,1,5
154,121,11,102
139,109,3,24
147,105,2,11
152,154,146,983
139,105,1,6
147,101,25,173
152,151,1,4
144,153,1,9
100,118,1,8
144,152,1,7
144,151,4,22
136,154,5,32
145,139,25,159
145,137,56,354
136,151,33,239
137,139,55,411
100,110,1,9
154,118,1,4
137,135,1,5
129,137,4,33
137,131,2,8
137,130,2,18
152,147,155,990
152,145,15,75
720,152,3,16
152,142,26,169
152,141,2,9
100,109,1,6
136,146,1,6
128,147,4,24
136,144,6,30
145,129,3,14
153,125,1,13
145,128,17,98
128,145,5,41
136,142,20,114
137,129,11,69
145,125,1,4
137,128,3,21
145,124,2,22
145,122,6,37
137,124,2,16
145,121,39,260
137,122,2,9
129,124,1,5
137,121,122,840
129,122,1,8
129,121,22,147
152,139,155,996
720,147,1,4
152,137,51,335
144,139,1,9
152,136,4,31
152,134,6,40
720,142,8,48
136,139,29,171
144,136,17,85
136,137,1,4
153,118,1,7
119,152,1,7
128,137,6,42
136,134,19,107
136,133,6,55
145,118,15,114
721,123,1,5
145,117,2,10
136,130,1,4
137,118,35,220
137,117,7,36
145,113,74,449
145,112,2,15
650,133,1,4
129,117,4,20
145,110,1,8
137,113,75,442
129,113,2,10
151,144,1,7
151,142,4,20
720,139,4,19
152,129,4,24
152,128,1,6
720,136,1,4
152,126,1,7
152,125,1,5
119,147,1,10
152,124,6,29
136,129,1,14
144,125,11,62
152,121,262,1823
144,123,1,4
136,126,5,29
136,125,32,251
136,124,2,14
136,123,1,4
145,109,1,6
136,122,2,16
145,106,1,7
137,109,1,4
128,122,2,13
145,101,23,140
142,154,13,98
142,153,1,8
129,105,1,8
151,139,5,30
134,155,1,5
142,152,25,139
137,101,17,107
142,151,2,17
134,154,1,5
151,136,80,473
134,152,3,17
134,151,1,13
143,137,1,5
151,133,13,97
126,151,1,12
152,119,1,4
152,118,14,99
118,152,10,50
118,151,2,13
152,117,7,37
119,139,1,16
144,118,1,8
119,136,1,5
152,113,29,189
136,118,6,33
152,111,2,13
119,134,1,6
136,117,2,10
128,113,12,62
142,147,3,29
142,145,1,6
142,144,2,8
134,147,2,8
151,129,1,5
134,145,2,9
151,128,2,8
151,126,1,8
134,142,17,97
151,125,16,107
703,139,1,5
118,147,9,65
151,123,1,8
118,145,3,15
118,142,7,49
152,106,1,15
144,109,4,22
136,109,40,250
152,101,5,36
136,106,1,6
119,121,1,4
141,154,1,5
142,139,214,1369
133,152,1,10
133,151,24,169
142,137,2,11
134,139,43,274
142,136,25,176
125,152,1,4
117,154,2,12
142,134,6,44
125,151,26,146
142,133,1,6
134,136,31,193
117,152,2,19
109,154,1,5
151,117,1,5
126,136,2,9
118,139,13,80
109,152,1,17
109,151,10,56
118,137,6,44
118,134,1,6
119,113,1,8
141,147,1,9
141,142,1,6
125,147,1,8
142,129,1,9
125,145,1,9
150,125,1,5
133,142,1,5
117,147,8,74
125,144,5,34
125,142,1,8
142,125,4,22
117,145,2,12
142,124,32,206
151,109,10,85
142,122,2,8
134,125,1,5
117,142,2,10
134,124,1,7
142,121,14,71
109,144,3,19
118,129,1,5
109,142,6,36
134,121,2,8
118,124,2,19
118,121,26,185
124,154,4,23
124,152,17,104
125,139,9,43
133,136,18,122
142,119,1,4
117,139,4,25
125,136,68,411
142,118,16,104
