origState,destState,familycnt,personcnt
117,151,1,11
121,124,1,4
117,150,2,11
121,122,1,4
715,139,4,16
121,120,2,18
715,136,1,7
670,148,4,23
124,154,7,59
124,152,10,57
117,148,10,63
670,143,2,11
117,147,19,125
670,142,6,31
117,146,1,6
153,105,1,4
121,119,10,68
121,118,73,472
117,144,1,4
121,117,62,393
117,142,5,34
117,141,2,13
121,113,2,8
121,112,2,9
121,110,1,4
715,129,1,7
715,122,1,4
124,148,1,6
670,139,26,169
670,136,9,44
124,142,12,74
117,139,30,198
117,137,9,58
117,136,11,94
117,134,1,4
121,105,15,86
117,131,1,7
121,101,4,23
715,117,1,6
124,139,11,68
670,129,23,122
124,134,1,5
670,126,11,64
670,124,2,14
117,129,118,732
670,122,2,14
830,156,1,6
117,127,2,10
117,126,4,27
670,120,1,4
117,125,5,27
117,124,3,19
117,122,2,13
117,121,32,189
131,136,1,5
732,155,5,26
124,129,1,4
124,126,2,10
670,119,3,13
670,118,10,55
670,117,13,53
117,119,88,580
117,118,61,432
124,119,2,15
124,118,4,22
124,117,6,30
124,111,5,25
124,110,2,11
117,109,2,9
117,107,1,5
117,106,1,7
117,105,10,55
830,133,1,4
117,104,1,11
134,154,1,5
134,152,1,7
117,101,1,5
131,119,2,9
131,117,1,4
124,109,1,5
141,153,1,7
134,142,15,81
134,141,1,5
127,139,1,5
127,136,1,12
865,142,2,12
141,147,1,6
911,139,1,7
134,139,16,111
134,136,17,102
127,126,1,6
732,118,1,4
141,136,1,4
141,133,1,4
134,129,1,6
134,126,5,26
134,125,2,12
134,121,1,4
1921,152,1,10
141,129,2,12
137,152,25,161
134,119,3,19
134,118,2,10
134,117,2,9
134,113,1,5
102,121,2,10
144,153,2,17
137,148,1,6
137,147,54,331
141,119,1,6
137,145,25,149
141,118,1,6
141,117,2,8
137,142,1,7
137,140,2,12
105,153,2,15
105,152,1,5
134,109,1,5
151,155,5,23
151,154,2,10
134,101,1,4
151,152,1,4
1840,113,1,7
144,141,1,6
137,139,1,7
105,148,34,208
105,147,17,91
742,123,2,10
105,140,1,9
102,105,3,36
151,142,2,14
144,136,3,14
137,129,18,114
137,128,19,122
105,139,2,18
137,124,2,21
105,137,5,27
600,155,8,40
137,121,14,92
706,154,1,4
600,153,1,6
600,151,12,65
600,150,1,7
151,136,37,205
703,118,1,6
151,133,15,82
144,125,4,29
112,139,1,4
112,136,1,6
137,118,13,87
137,117,7,42
105,129,30,217
105,128,13,77
137,113,63,389
137,112,3,16
600,142,3,42
105,122,1,11
600,141,2,13
105,121,8,49
151,129,1,4
200,156,1,4
151,126,6,34
151,125,21,113
147,152,33,205
200,155,6,30
200,153,1,4
200,152,4,21
200,151,1,4
200,150,1,5
745,138,1,10
144,117,1,6
720,151,2,10
112,125,3,24
600,139,5,34
706,139,1,4
600,138,1,4
137,105,7,36
154,156,1,5
105,118,3,22
105,117,1,7
600,136,30,172
706,136,1,4
137,101,40,238
154,152,277,1974
105,113,3,19
147,148,36,234
600,130,1,5
147,145,8,61
200,147,1,6
151,117,8,59
147,142,1,7
200,145,2,15
147,141,1,7
200,144,5,32
151,113,1,5
147,140,5,36
200,142,19,116
144,109,2,11
720,142,3,21
720,141,1,4
112,118,2,14
112,113,14,88
600,127,2,11
600,126,19,109
105,106,1,8
600,125,1,8
154,142,7,46
600,123,21,117
147,139,1,4
600,122,4,28
105,102,1,21
122,152,1,4
147,137,29,185
105,101,9,68
147,136,1,5
200,139,15,102
147,134,1,5
147,133,1,4
200,136,20,115
720,139,2,20
200,134,11,67
200,133,1,7
720,136,9,40
151,101,1,14
720,134,1,4
154,139,19,112
154,137,1,6
112,101,7,38
600,119,4,27
154,136,1,6
600,118,6,32
706,118,1,8
600,117,25,140
706,117,1,4
122,148,21,116
122,145,1,4
1839,125,1,4
147,129,222,1388
147,128,69,417
147,127,1,4
200,129,11,58
147,125,1,4
200,126,9,44
147,122,4,29
200,125,1,6
147,121,105,617
147,120,2,9
200,123,2,12
720,126,3,13
200,121,2,9
720,125,1,4
200,120,1,8
720,123,1,4
720,122,1,4
720,121,1,6
154,129,6,36
600,109,1,4
154,124,1,6
600,106,2,18
154,123,2,14
122,137,1,12
122,135,1,6
154,121,7,48
154,120,1,11
147,119,11,77
147,118,13,60
147,117,70,446
200,119,11,60
200,118,3,15
200,117,38,240
147,113,24,160
720,119,1,4
720,117,1,6
200,113,1,8
200,110,2,8
720,111,1,6
154,119,3,18
154,118,5,37
154,117,3,18
122,129,3,14
118,155,10,46
122,128,9,50
118,154,3,20
122,127,1,6
118,153,1,4
154,111,3,24
122,125,2,10
118,152,19,130
118,151,1,4
200,109,1,6
147,106,1,13
122,121,2,20
147,105,97,588
200,106,1,7
147,101,59,352
157,145,1,11
125,155,6,35
125,151,5,25
125,150,1,6
118,148,4,28
154,107,1,6
118,147,6,43
122,118,1,4
118,145,1,7
122,117,1,5
118,142,18,122
118,141,2,9
118,140,2,16
122,113,2,16
115,106,1,5
125,144,4,25
125,142,3,24
118,139,90,593
118,137,20,122
118,136,2,8
1941,129,1,5
118,134,1,5
122,105,9,59
2,134,1,6
100,155,1,4
125,139,2,14
125,136,26,137
726,155,1,6
125,134,1,5
125,133,17,82
125,131,1,17
118,129,131,772
118,126,10,51
118,124,1,4
118,123,1,6
118,121,45,276
118,120,2,9
100,147,7,66
100,145,5,42
100,142,1,4
125,126,3,17
100,140,4,29
125,124,1,4
125,123,10,53
125,121,1,4
118,119,133,814
118,117,160,1022
118,113,3,25
118,110,1,18
128,152,1,4
100,139,4,26
100,137,1,8
100,136,3,16
125,117,7,43
118,109,3,14
118,106,1,4
118,105,6,39
118,102,1,8
128,148,28,160
128,147,23,125
128,145,10,72
100,129,1,8
100,128,2,11
100,126,1,5
100,125,2,12
125,109,9,45
1859,139,1,4
100,121,1,6
125,106,1,6
142,155,7,39
142,154,16,105
142,153,1,4
142,152,11,60
128,137,4,35
100,118,2,12
100,117,3,23
142,148,2,12
142,147,3,15
142,144,2,13
110,152,2,12
128,129,7,50
128,122,48,288
128,121,3,14
142,139,131,765
100,101,2,14
142,136,52,317
142,134,11,60
142,133,1,8
142,131,1,6
110,142,3,14
128,119,1,4
128,118,2,8
128,117,1,5
128,113,4,24
142,129,3,18
142,126,13,69
142,125,3,19
110,139,7,44
142,124,15,94
110,136,3,20
142,121,2,14
110,135,1,4
142,120,4,23
110,134,3,15
135,110,1,5
128,105,18,112
128,101,40,232
142,119,14,94
743,139,3,25
142,118,35,211
142,117,63,420
110,129,1,5
106,155,1,4
142,113,1,4
110,124,3,23
142,110,7,36
152,154,266,1843
152,151,1,4
145,148,1,5
145,147,1,4
138,137,1,8
113,152,1,6
142,109,1,8
743,129,1,9
142,105,1,4
110,119,3,22
110,118,6,33
106,144,1,4
110,117,3,18
743,122,1,4
142,101,2,29
152,147,52,305
152,145,3,14
152,142,6,29
152,141,1,4
145,139,1,4
152,140,2,11
145,137,9,55
113,148,18,121
113,147,16,106
113,145,20,132
113,140,3,12
851,152,1,7
106,137,1,10
106,136,1,7
152,139,48,300
152,137,24,199
152,133,1,4
152,130,1,11
145,129,2,12
145,128,26,145
113,139,4,18
113,137,31,197
113,136,1,4
145,121,4,29
743,109,1,4
106,126,1,8
106,123,1,7
106,121,1,5
152,129,50,308
152,128,1,8
120,139,1,7
148,152,2,12
152,124,6,29
152,123,1,5
152,121,75,486
152,120,1,9
145,118,1,5
922,112,1,4
145,117,1,8
113,129,6,39
113,128,39,254
145,113,78,442
145,112,2,15
113,122,3,19
113,121,3,18
155,151,1,7
106,113,1,10
148,147,13,77
152,119,5,23
152,118,15,86
148,145,2,10
152,117,16,96
120,129,2,15
152,113,5,23
721,147,1,16
152,111,2,9
145,109,1,4
145,106,1,12
120,121,2,9
145,105,2,10
721,140,4,41
630,154,2,12
630,153,2,16
109,144,1,9
113,117,1,12
109,142,3,17
145,101,49,313
113,112,50,312
106,109,1,9
155,142,1,4
123,155,1,7
123,153,1,7
148,137,2,18
123,151,1,5
152,109,1,4
116,147,1,11
152,106,1,6
152,105,5,34
120,118,1,9
120,117,2,16
152,101,6,36
109,139,5,32
721,132,1,7
630,145,1,6
721,130,1,4
113,109,1,4
109,136,18,98
113,107,2,13
109,134,2,12
109,133,2,9
113,105,7,41
155,139,3,22
113,101,174,1017
155,136,10,57
130,151,1,7
155,130,1,5
148,129,6,47
148,128,9,58
123,142,4,22
148,122,7,37
148,121,1,4
109,126,4,18
109,125,20,114
109,121,2,12
155,129,1,5
155,126,3,15
123,139,2,13
155,125,3,13
123,136,3,18
155,121,2,12
148,119,1,7
123,133,2,10
148,117,1,4
918,109,1,4
148,113,5,26
109,119,1,8
109,118,1,6
109,117,2,12
130,139,1,5
109,115,1,4
155,119,2,8
155,118,2,15
155,117,10,63
119,155,6,56
123,127,1,4
155,111,1,4
119,152,2,13
123,125,18,88
148,109,1,4
119,150,1,18
148,107,2,42
148,105,9,66
116,118,1,14
148,101,8,42
126,155,5,30
126,154,1,4
126,151,2,9
119,148,1,6
123,119,2,11
123,118,1,10
123,117,15,112
119,142,4,25
133,155,2,9
133,154,1,7
133,151,11,55
126,142,3,14
126,141,1,5
119,139,17,114
119,136,5,30
119,134,1,14
119,131,3,13
133,144,1,4
126,139,21,131
101,154,1,4
101,152,1,8
126,136,33,183
130,105,1,6
126,131,2,10
119,129,26,176
119,128,2,18
119,127,1,8
119,124,4,16
140,147,3,23
119,121,3,25
133,139,1,4
133,136,2,10
101,148,33,259
101,147,31,215
101,145,19,122
126,129,5,41
126,128,3,25
126,127,1,4
126,125,2,11
101,140,1,7
126,121,1,5
119,118,26,165
119,117,40,278
140,139,1,7
3,117,1,6
119,110,1,4
129,156,1,6
133,127,1,5
129,154,1,4
129,153,1,7
129,152,18,130
101,139,1,7
133,125,17,89
129,150,1,11
101,137,7,40
133,123,6,30
101,136,1,5
126,119,2,10
126,118,9,41
126,117,11,74
119,106,1,4
119,105,2,14
136,155,67,377
136,154,1,4
136,151,22,142
136,150,3,14
129,148,32,220
140,121,1,4
129,147,25,190
133,119,2,13
129,145,1,8
133,118,2,9
133,117,2,9
101,129,24,146
129,141,10,71
101,128,196,1182
129,140,1,5
101,126,1,10
133,112,1,5
101,122,28,156
101,121,4,23
136,148,1,4
136,147,2,20
136,146,1,4
136,145,1,6
140,118,1,5
136,144,4,28
136,142,77,411
129,139,13,79
140,113,1,7
129,137,3,16
129,136,1,9
133,109,3,16
140,110,1,5
101,118,1,7
129,130,1,12
101,117,5,35
101,113,71,483
101,112,10,54
136,139,81,481
136,134,23,147
136,133,3,15
140,105,1,11
129,128,7,34
140,101,1,12
129,126,1,9
129,122,3,15
129,121,45,263
129,120,1,10
101,105,46,273
101,102,1,4
111,147,1,9
136,129,3,25
136,126,119,718
136,125,11,64
136,123,2,19
136,121,1,6
129,119,27,162
129,118,18,128
129,117,52,390
1842,136,1,4
150,139,1,5
129,113,1,4
139,155,21,119
139,154,10,70
139,152,27,178
139,151,3,15
136,119,16,111
136,118,16,112
136,117,94,563
136,112,1,4
136,110,1,15
129,106,3,22
129,105,40,235
150,126,1,9
129,101,3,25
139,148,2,9
139,147,2,10
139,145,2,10
139,142,48,328
111,126,2,9
107,152,1,6
136,109,22,117
111,124,7,36
136,106,1,4
153,152,1,5
136,101,5,25
1842,117,1,4
150,117,4,31
139,136,24,147
877,148,1,4
139,134,2,13
139,131,1,4
107,142,2,16
153,148,1,5
153,144,1,5
104,105,1,10
153,141,3,19
121,154,13,75
121,152,29,199
121,151,1,6
150,109,1,6
121,150,1,6
139,129,54,344
139,127,2,15
139,126,41,243
107,139,1,6
139,125,7,40
139,124,7,45
139,123,1,5
139,121,19,106
877,135,4,19
139,120,5,25
153,139,3,24
121,148,8,56
1923,117,1,4
121,147,77,445
121,142,1,8
146,126,1,5
121,141,1,8
139,119,101,625
139,118,293,1713
139,117,228,1369
