origState,destState,familycnt,personcnt
121,124,2,15
715,139,2,10
1,151,1,13
715,136,3,17
877,106,1,6
124,152,9,49
117,148,1,11
670,143,1,6
117,147,16,108
670,142,16,89
121,119,8,54
117,145,1,5
121,118,254,1520
121,117,195,1203
117,142,4,19
117,141,1,9
121,113,4,33
121,110,1,4
715,126,1,4
715,122,1,4
715,121,1,5
124,148,1,4
124,147,2,15
670,139,9,50
670,136,7,37
124,142,16,91
117,139,23,144
670,134,1,4
117,137,3,14
117,136,2,16
121,107,2,24
117,134,2,15
121,105,3,18
121,101,5,25
131,142,1,5
124,139,27,144
124,136,3,15
670,129,1,4
670,124,2,8
117,129,18,104
670,122,1,5
670,121,1,4
117,121,19,108
117,120,2,18
131,136,3,16
124,129,1,6
124,125,1,8
670,117,1,6
124,121,4,24
117,119,5,28
670,113,1,18
117,118,27,172
117,113,2,8
127,155,1,4
131,125,1,7
124,118,3,19
124,110,3,19
117,105,9,51
134,152,1,6
117,101,1,7
141,152,1,7
134,145,1,7
134,144,1,5
134,142,19,126
127,139,1,7
141,147,1,4
141,142,2,9
134,139,15,67
134,136,23,127
127,123,1,4
134,126,1,8
134,124,1,5
137,152,26,158
137,151,1,4
141,123,1,4
134,118,3,12
134,117,2,13
134,111,1,5
134,110,1,4
144,153,1,4
137,148,1,4
137,147,135,839
141,118,1,8
137,145,22,127
141,117,1,4
742,136,1,4
907,136,1,18
137,140,1,4
151,152,2,19
144,142,4,25
137,139,4,20
105,148,5,21
105,147,8,50
151,142,6,36
102,105,1,4
144,139,1,8
144,136,5,29
112,148,1,6
112,145,2,14
137,129,21,152
137,128,7,36
137,125,1,7
137,124,1,11
105,137,2,13
137,122,1,4
137,121,35,211
137,120,1,7
600,151,3,15
600,150,2,22
151,139,10,58
151,136,62,374
151,133,9,46
144,125,6,36
144,123,1,7
137,119,2,8
137,118,89,567
137,117,16,112
105,129,9,48
105,128,1,6
137,113,56,321
600,145,1,4
137,112,3,13
600,142,1,4
105,122,4,18
147,154,1,5
151,126,5,21
147,153,2,10
200,155,1,6
151,125,3,17
147,152,25,156
151,123,1,6
147,150,1,4
200,153,2,12
200,152,4,19
200,151,3,12
144,117,1,5
720,151,1,5
112,125,1,8
600,139,5,26
137,105,1,8
706,139,1,5
600,138,1,4
105,118,4,22
105,117,4,19
600,136,27,157
137,101,22,132
154,152,214,1471
600,133,6,31
105,113,3,19
147,148,16,94
147,145,6,35
151,117,6,28
200,147,3,34
147,142,1,5
200,145,4,24
151,113,2,9
147,140,5,42
200,142,12,60
144,109,3,19
1917,121,1,13
720,142,3,12
112,113,5,36
600,129,2,15
600,126,6,43
154,142,8,62
600,123,10,47
147,139,8,56
600,122,3,24
147,137,52,340
105,101,4,28
151,109,6,46
147,136,1,6
200,139,9,66
200,137,3,23
200,136,13,74
720,139,3,24
147,131,1,5
200,134,4,21
720,136,8,42
154,139,29,179
154,137,2,9
112,101,1,6
600,118,1,6
600,117,1,5
154,134,1,5
122,148,10,81
122,147,1,4
147,129,109,724
147,128,24,133
147,124,1,9
200,126,1,4
147,122,1,15
200,125,5,43
147,121,94,552
200,124,1,4
147,120,1,10
200,123,1,4
200,121,3,21
154,124,4,23
600,106,4,20
154,121,2,14
147,119,2,11
147,118,82,489
147,117,183,1151
200,118,2,14
200,117,4,26
147,113,21,124
147,112,1,6
720,118,2,12
200,113,1,6
147,110,1,7
154,119,3,14
154,118,19,121
154,117,4,28
122,128,11,58
118,154,1,6
118,153,1,4
