origState,destState,familycnt,personcnt
107,127,1,6
107,122,1,6
107,120,14,84
743,150,2,13
107,119,9,43
138,131,4,28
107,118,5,26
138,130,2,12
107,117,7,46
107,116,6,32
107,112,1,5
146,158,7,40
743,142,1,5
146,156,4,22
146,155,7,42
146,153,8,47
138,127,13,62
138,126,8,40
138,122,1,5
138,120,2,13
107,106,6,31
107,105,2,8
107,104,2,10
720,146,1,9
146,148,2,14
123,155,1,4
123,153,2,12
123,151,1,4
146,142,2,12
146,141,4,20
146,140,2,10
138,119,3,15
138,117,2,9
138,116,1,6
720,136,1,4
100,156,1,6
123,148,1,4
100,155,4,32
100,154,1,5
146,139,1,4
146,138,18,115
123,144,1,4
123,142,2,10
712,107,1,5
712,106,1,4
123,140,1,9
146,131,7,36
146,130,1,7
138,107,1,7
138,106,2,11
154,155,1,4
100,148,13,86
720,126,1,5
154,153,2,8
720,125,1,5
743,118,2,8
100,147,3,16
154,152,49,316
100,146,1,4
154,150,1,12
100,144,1,4
146,129,3,14
123,136,1,7
100,142,3,15
146,127,29,169
100,141,2,11
123,133,1,6
146,126,5,23
100,140,34,202
123,131,1,8
123,130,2,14
146,122,1,4
146,120,4,27
131,156,7,47
131,155,8,42
131,154,4,18
131,153,26,145
131,152,1,7
100,139,2,17
131,150,12,58
100,137,2,13
154,142,17,93
100,136,4,17
154,141,2,12
154,140,1,5
743,106,1,4
123,127,5,24
743,105,1,6
100,134,1,5
146,119,35,191
146,118,4,18
123,125,13,60
146,117,17,97
146,116,2,16
851,118,1,4
131,148,2,11
131,147,1,5
154,139,27,175
131,146,15,88
131,142,5,25
100,129,3,20
720,107,1,7
154,134,1,6
131,141,16,90
720,106,1,4
131,140,16,108
100,127,1,5
100,126,4,25
154,131,2,11
100,125,3,20
100,122,1,6
100,121,1,6
146,107,1,5
146,106,3,17
131,139,6,28
131,138,1,5
131,136,2,9
154,129,2,15
131,132,3,24
100,119,3,23
154,124,7,39
100,118,2,9
131,130,5,41
100,117,2,8
154,122,1,4
154,121,15,75
154,120,1,5
123,107,1,6
123,106,2,9
131,129,43,254
131,127,6,41
154,119,5,30
131,126,5,31
131,125,1,4
154,117,2,9
154,116,3,16
100,109,1,4
131,121,2,13
131,120,48,275
100,107,2,11
154,112,1,4
100,106,2,17
100,105,7,48
131,119,93,531
131,118,8,53
131,117,44,254
131,116,5,25
154,107,1,4
154,106,6,40
154,104,2,14
739,142,3,13
131,107,13,68
131,106,10,54
131,105,4,29
131,101,3,14
119,158,1,5
119,156,8,50
119,155,15,79
119,154,2,14
119,153,12,67
119,150,5,34
119,148,2,15
119,147,1,7
119,146,21,121
119,142,5,31
119,141,8,41
119,140,9,69
119,139,7,49
119,138,1,7
119,137,1,8
119,136,2,12
119,133,1,5
119,131,81,481
119,130,5,30
127,155,21,123
127,153,14,77
127,151,2,11
127,150,1,6
119,129,41,236
119,127,21,128
1,129,2,12
119,126,5,30
119,125,1,5
119,123,1,4
119,120,31,173
127,147,1,4
104,153,1,6
127,146,11,69
104,150,20,172
127,142,1,6
127,141,1,8
127,140,1,5
119,118,8,44
119,117,46,235
119,116,2,10
119,113,1,11
732,155,2,12
119,110,2,13
732,153,1,4
732,150,1,10
158,155,6,30
104,148,2,12
158,153,1,4
127,139,2,8
127,138,16,91
127,136,6,49
127,135,1,4
104,141,1,10
127,134,3,18
127,133,1,6
127,131,10,56
127,130,10,52
119,109,1,7
119,107,12,63
119,106,14,72
119,104,1,11
732,146,4,25
732,141,1,4
158,146,19,131
135,153,1,4
135,150,1,7
127,129,2,9
104,135,6,34
127,126,10,65
104,132,2,17
104,131,1,13
127,123,1,4
127,122,1,6
127,121,1,15
732,138,1,6
135,148,13,82
112,153,1,5
158,138,9,59
112,152,2,11
135,142,1,5
104,129,1,4
135,140,2,10
158,131,1,6
127,119,18,109
127,118,3,15
127,117,11,59
127,116,1,4
127,113,1,4
104,120,1,4
732,127,2,10
112,148,2,12
112,145,1,6
158,127,1,5
158,126,2,11
104,119,4,23
158,120,1,7
127,107,2,8
127,106,2,18
127,101,1,4
732,119,2,8
112,139,1,4
112,136,1,5
112,135,1,5
158,119,6,31
135,121,1,12
135,120,1,4
104,106,1,4
104,105,2,18
120,156,1,7
120,155,2,8
120,154,3,15
120,153,45,252
143,145,1,13
120,152,3,25
120,151,2,8
120,150,8,49
112,125,1,4
135,117,1,5
112,121,1,4
112,120,1,4
120,148,15,92
120,147,2,9
120,146,4,27
120,144,3,12
120,142,6,33
120,141,37,225
120,140,165,1007
135,107,6,40
135,106,3,16
112,113,12,64
135,104,11,81
120,139,16,95
120,136,3,16
120,135,1,4
120,134,1,4
120,131,62,343
120,130,7,42
112,101,7,35
151,146,1,4
120,129,157,919
120,128,1,10
120,127,4,21
120,126,11,54
120,122,1,5
120,121,5,43
151,136,10,48
151,133,3,18
120,119,83,455
120,118,27,171
120,117,47,248
120,116,14,94
120,112,2,13
151,128,1,6
151,125,4,25
151,123,1,5
151,120,2,8
120,107,52,319
120,106,32,178
120,105,17,84
120,104,2,11
151,119,1,10
705,136,1,6
151,109,1,5
151,107,1,4
736,148,3,13
736,146,12,65
736,142,2,10
736,141,1,4
139,155,3,13
139,154,38,221
139,153,3,17
139,152,4,16
139,151,1,6
736,138,13,70
116,156,14,95
736,134,2,14
116,155,1,5
139,148,2,14
139,147,3,14
116,154,2,9
116,153,14,80
736,131,8,44
116,152,1,4
116,150,58,460
139,142,24,128
139,141,1,5
139,140,4,22
736,129,1,5
736,125,2,19
139,136,3,12
139,135,1,5
736,120,7,42
139,134,1,4
116,141,6,35
116,140,2,12
139,131,7,43
139,130,3,13
147,153,1,5
147,152,11,75
736,117,2,10
139,129,14,77
139,127,1,5
139,126,24,155
139,125,4,21
116,131,1,6
139,124,1,4
116,130,4,19
139,121,14,74
139,120,11,61
721,148,1,5
721,142,1,6
721,140,7,46
147,148,83,498
124,154,7,42
124,152,4,28
736,109,1,5
147,142,1,4
116,129,3,17
147,141,2,20
147,140,11,59
139,119,7,52
116,126,1,7
139,118,61,343
139,117,21,113
736,102,1,4
139,116,1,4
139,113,3,18
116,120,1,4
139,112,1,6
139,110,7,41
721,137,1,6
721,136,4,17
124,148,2,9
101,152,1,6
147,137,12,92
147,135,2,12
124,142,13,65
116,119,2,15
139,109,3,15
139,107,7,35
139,106,8,35
139,101,1,5
200,155,2,10
155,156,1,5
200,153,1,5
200,152,1,5
101,148,64,387
155,153,9,51
200,151,1,7
101,147,21,123
200,150,6,48
155,151,1,4
124,139,2,9
101,145,3,12
721,122,2,10
124,137,1,9
147,129,10,68
101,142,1,7
721,120,1,4
147,128,8,46
101,141,2,13
101,140,7,44
147,126,4,20
147,121,36,197
147,120,1,5
116,107,1,5
116,106,2,15
116,105,4,18
116,104,1,4
200,148,1,5
200,147,1,7
155,148,1,6
200,146,1,6
155,147,1,5
155,146,11,57
200,144,2,9
101,139,2,13
200,142,10,56
132,150,8,66
101,137,1,4
155,142,2,10
101,136,1,5
155,141,9,51
124,129,1,8
147,119,1,6
147,118,3,17
147,116,1,12
147,113,5,36
147,112,1,7
1000,148,3,21
200,139,2,10
1000,146,5,25
155,139,1,5
200,137,1,4
155,138,3,18
200,136,7,32
721,109,1,5
155,136,1,4
200,134,5,24
155,135,1,4
101,129,5,33
155,134,2,9
132,141,1,5
101,128,32,199
721,106,1,4
200,130,1,16
155,131,3,17
155,130,6,33
124,118,1,6
101,122,9,56
101,121,4,20
147,107,1,4
147,106,2,12
147,105,23,138
124,111,6,28
124,110,2,9
147,102,1,8
147,101,19,93
1000,138,5,25
200,129,1,6
155,129,4,26
200,127,1,7
200,126,2,16
155,127,26,137
200,125,6,35
155,126,12,67
200,124,2,14
1000,131,1,6
101,119,1,8
132,131,1,7
101,118,2,11
155,123,2,12
200,121,2,15
101,117,1,7
155,122,2,10
155,120,1,6
124,107,1,10
101,113,27,177
124,106,1,6
101,112,4,26
140,155,1,8
140,153,3,16
200,119,6,33
200,118,2,10
155,119,20,114
200,117,3,14
155,118,3,12
200,116,1,7
155,117,15,78
155,116,2,13
200,113,1,10
1000,120,1,5
155,112,2,16
101,106,1,4
101,105,19,114
101,104,3,38
140,148,32,203
1000,119,1,6
200,107,1,5
200,106,7,35
155,107,2,8
200,105,1,5
200,104,1,15
155,106,6,31
155,105,1,13
155,101,1,12
140,139,1,7
140,137,1,4
140,136,1,5
140,135,1,11
140,131,2,17
140,130,1,12
1000,107,1,9
132,106,1,5
132,104,2,16
140,129,19,117
140,127,1,10
140,122,1,4
140,121,3,19
140,120,23,142
2,147,2,14
140,119,5,35
140,118,2,10
140,117,4,30
140,107,1,6
140,106,1,4
140,105,23,163
140,101,3,24
1923,148,1,5
128,153,1,5
128,152,1,7
128,150,1,5
128,148,54,316
128,147,7,47
105,154,1,4
105,153,4,20
128,140,6,39
733,155,4,22
105,148,130,803
105,147,12,90
105,143,1,7
105,141,6,37
105,140,125,745
733,148,1,13
733,142,2,8
136,156,1,5
136,155,3,19
136,154,3,19
136,153,3,16
136,151,4,20
105,139,3,14
136,150,1,9
128,129,7,33
105,135,1,4
105,131,1,12
105,130,1,11
128,122,6,42
733,138,1,4
733,136,2,10
136,148,1,4
113,153,1,7
113,152,2,15
136,144,1,4
113,150,2,15
136,142,24,129
136,141,1,5
105,129,68,407
105,128,2,12
128,117,1,5
105,123,2,29
105,122,9,54
105,121,3,17
105,120,11,73
113,148,21,135
733,126,2,10
733,125,1,8
113,147,13,72
136,139,4,18
136,138,2,11
113,145,10,60
136,134,21,108
136,133,3,17
113,140,7,43
136,131,4,23
136,130,1,4
105,118,4,36
105,117,16,100
105,116,3,26
105,113,3,25
128,105,8,54
105,112,2,10
128,104,1,7
128,101,23,133
733,117,8,41
113,137,5,30
136,129,4,17
136,127,7,28
113,134,1,4
136,126,4,29
136,125,11,58
136,124,2,8
136,123,2,8
136,122,3,18
136,120,4,21
105,107,2,8
105,106,1,10
105,104,5,37
105,102,4,22
105,101,7,47
121,156,1,12
121,154,7,44
121,153,1,10
121,152,6,39
121,150,2,9
113,129,5,32
113,128,4,16
733,106,1,12
113,126,1,7
136,119,4,19
136,118,2,8
113,125,1,4
136,117,3,20
113,124,1,7
136,116,2,12
113,121,1,4
113,120,3,21
136,112,1,4
136,111,3,15
121,148,40,224
121,147,33,207
144,138,1,5
121,145,1,8
144,136,3,19
121,141,1,7
121,140,10,62
113,117,1,5
136,109,13,62
136,107,4,18
136,106,2,8
136,105,1,5
113,112,20,108
152,154,37,202
152,153,2,12
121,139,13,72
152,150,1,6
121,137,2,20
121,136,1,4
144,125,8,46
121,131,4,21
113,109,1,4
144,120,1,5
113,105,17,101
113,101,64,369
152,148,3,22
152,147,13,88
152,146,1,5
152,142,8,45
121,129,18,105
152,141,1,8
121,128,1,6
152,140,2,15
121,127,3,17
121,126,1,7
121,125,1,7
121,120,4,20
152,139,3,17
152,137,17,103
152,136,3,14
152,134,1,5
152,131,5,31
121,119,3,19
121,118,22,138
121,117,21,109
144,109,5,26
144,106,1,4
121,113,2,9
121,112,2,8
152,129,5,36
152,127,1,10
152,126,2,16
152,124,5,23
152,123,1,4
152,121,18,90
121,109,1,5
152,120,2,11
121,107,2,16
121,106,2,10
121,105,13,91
121,101,3,21
