origState,destState,familycnt,personcnt
117,137,1,15
142,117,2,8
109,139,9,51
125,133,20,137
133,130,1,7
134,118,2,9
134,117,2,11
630,152,1,4
109,136,127,779
117,133,1,5
142,110,7,41
109,133,2,13
109,132,1,7
118,117,1,5
140,147,1,11
124,147,1,5
124,145,1,5
124,142,53,321
133,125,12,93
125,126,2,20
142,109,5,34
117,129,3,16
133,123,15,86
142,107,1,15
133,121,1,4
125,124,1,5
125,123,43,280
142,105,1,4
117,124,1,6
125,121,1,6
109,125,25,181
109,124,1,14
117,121,8,60
109,123,3,22
109,121,2,13
109,120,1,4
123,154,1,5
123,151,1,6
124,139,17,111
124,137,1,7
124,136,2,14
133,117,1,5
125,118,1,5
117,118,2,12
117,113,3,16
109,113,4,28
824,142,1,15
123,142,1,6
123,141,1,4
124,129,1,4
3,121,1,17
107,142,2,13
133,109,5,20
124,121,32,200
125,109,18,107
130,151,3,29
600,151,7,42
123,139,3,30
123,136,6,33
123,133,4,19
107,137,1,5
107,136,1,5
140,113,4,22
124,113,4,18
124,111,2,8
124,110,3,12
122,148,2,11
122,145,1,5
600,142,4,36
123,125,12,85
107,124,1,6
121,154,7,37
121,152,113,859
130,137,1,7
121,151,2,14
600,139,1,7
113,152,13,82
130,134,1,6
113,151,1,6
600,136,10,74
122,135,4,30
600,134,1,10
600,133,3,17
600,130,1,11
123,118,1,4
877,135,3,17
121,148,1,4
121,147,69,447
121,145,15,129
113,147,26,187
105,148,1,5
113,145,46,295
121,142,7,41
105,147,2,14
122,129,1,6
122,128,1,6
600,126,1,9
113,140,4,19
600,125,2,15
600,123,3,20
600,122,8,65
600,121,1,4
122,121,1,4
123,105,1,5
106,121,1,4
121,139,54,354
121,137,36,227
113,139,1,10
121,136,1,5
113,137,22,156
121,134,2,16
105,137,1,4
600,117,1,4
120,142,1,7
121,129,30,194
121,128,1,6
113,128,8,38
121,124,12,105
113,125,1,5
121,122,4,23
113,124,1,10
600,109,2,12
113,122,2,11
113,121,7,48
600,106,4,27
105,121,2,12
111,152,2,13
112,137,1,7
121,118,32,216
121,117,11,67
734,149,1,4
113,118,2,10
113,117,2,9
121,113,4,18
113,112,3,19
743,122,1,8
1804,152,1,13
120,121,1,9
121,109,1,4
157,145,1,4
121,106,1,4
742,136,1,5
121,105,1,6
121,101,2,11
743,118,1,4
113,101,8,64
110,152,2,12
110,151,1,9
112,113,1,8
157,137,1,10
670,152,2,21
670,151,1,4
200,154,1,7
200,152,4,22
200,151,2,25
110,142,4,22
148,145,1,11
670,142,2,8
110,139,2,11
101,152,2,11
110,136,1,4
200,145,4,26
200,144,1,4
110,134,3,15
200,142,10,56
155,154,1,7
155,152,1,5
155,151,1,8
147,154,1,8
147,152,61,373
741,129,1,5
139,154,6,35
139,152,33,206
139,151,1,11
101,147,5,34
101,145,5,26
200,137,6,33
200,136,8,41
200,134,5,25
110,124,2,22
110,121,1,6
147,148,2,8
147,145,24,159
732,134,1,4
147,142,2,14
139,145,1,5
139,144,1,5
147,140,3,12
148,128,1,5
139,142,36,225
741,113,1,4
148,122,1,4
100,152,6,41
100,151,1,6
101,137,4,28
154,152,112,876
200,125,5,36
200,124,1,4
200,123,1,10
147,139,5,32
200,121,3,17
147,137,85,596
147,134,1,7
139,137,3,14
139,136,8,51
139,134,4,22
100,145,2,13
148,113,2,8
100,142,8,53
101,128,1,4
154,147,3,14
810,122,1,10
101,121,1,5
154,142,7,37
706,152,1,4
147,129,4,31
155,126,1,4
147,128,5,31
155,125,1,6
147,127,1,5
139,129,1,9
1793,142,1,7
147,124,1,5
139,125,7,49
139,124,8,60
147,121,64,443
100,137,1,4
139,121,16,81
139,120,1,4
100,136,6,31
100,134,1,5
100,133,1,6
148,101,2,11
145,154,1,4
145,153,1,5
154,139,26,152
145,152,16,102
154,137,1,8
154,136,1,7
200,109,1,4
137,152,63,454
154,134,2,10
101,113,6,31
129,152,4,30
147,118,5,21
147,117,1,9
139,119,1,7
139,118,3,13
139,117,1,9
715,122,2,13
147,113,12,83
139,113,2,8
100,125,1,9
145,148,2,10
145,147,50,303
137,148,1,4
153,142,1,7
100,121,2,13
145,144,1,8
137,147,182,1188
153,141,1,4
145,143,5,34
154,129,1,9
145,142,2,22
137,145,80,518
129,148,2,8
145,141,1,8
129,147,3,25
137,143,1,13
137,142,5,43
154,124,1,6
137,140,2,8
129,142,4,25
154,121,9,72
152,158,1,7
139,109,1,8
147,105,2,9
152,154,122,873
147,101,8,60
152,151,2,16
144,153,1,12
136,155,1,7
136,154,3,15
144,151,5,30
145,139,8,46
153,136,1,7
136,152,4,35
145,137,62,410
100,113,2,8
136,151,25,160
145,136,1,6
137,139,21,123
145,134,2,8
137,136,2,23
154,118,1,9
154,117,2,8
137,134,1,5
129,137,3,18
145,130,1,6
152,148,2,21
152,147,144,988
152,145,25,126
152,143,1,4
720,152,3,24
152,142,34,239
152,141,1,4
136,147,1,12
136,145,1,4
144,142,3,22
128,147,1,5
136,144,3,23
145,129,1,6
145,128,7,42
128,145,4,34
136,142,41,272
137,129,8,43
650,147,1,15
137,128,3,17
153,121,1,8
128,140,2,16
145,122,5,27
137,125,2,9
145,121,39,278
137,124,7,43
137,123,1,4
137,122,3,19
137,121,126,832
129,123,1,4
129,121,7,51
151,152,2,12
152,139,105,606
152,137,86,565
152,136,2,8
720,145,1,9
144,139,2,15
152,134,4,27
152,133,1,10
720,142,7,38
136,139,24,131
144,136,32,184
136,137,3,19
144,133,2,10
128,137,1,4
136,134,21,127
136,133,4,20
145,118,6,29
145,117,1,5
153,113,1,5
137,118,17,137
137,117,5,32
145,113,96,603
145,112,2,13
129,117,1,5
137,113,64,450
129,113,1,7
143,147,1,8
151,144,4,27
151,142,2,16
143,145,4,22
151,141,1,4
152,129,4,21
152,124,14,74
152,123,1,5
136,128,1,5
144,125,11,64
136,127,1,23
152,121,267,1868
136,126,2,15
136,125,19,104
136,123,2,8
136,122,1,7
128,124,1,5
136,121,5,42
128,122,7,34
145,101,11,61
142,154,12,68
151,139,5,32
142,152,33,217
137,101,10,56
134,154,1,4
142,151,2,18
151,136,70,476
134,151,1,7
143,137,3,15
151,133,16,124
1002,155,1,4
152,119,3,18
