origState,destState,familycnt,personcnt
138,140,1,7
107,127,1,6
107,126,2,8
107,122,1,5
107,121,1,5
107,120,16,110
743,150,2,10
107,119,7,33
138,131,1,9
107,118,1,6
138,130,4,25
107,117,5,21
107,116,2,11
146,158,7,53
146,156,1,5
146,155,6,34
146,153,2,12
146,152,1,4
138,127,13,82
138,126,2,9
851,155,1,8
138,125,1,5
138,120,2,14
107,106,6,27
107,105,1,4
720,148,1,4
107,104,4,22
743,138,1,4
123,155,3,26
146,147,1,4
123,153,2,11
123,152,1,4
123,151,5,25
146,142,1,7
146,141,6,32
146,140,1,6
138,119,1,4
138,118,1,6
100,155,2,18
146,139,1,6
100,153,1,4
146,138,19,122
743,122,1,4
146,136,3,14
100,150,7,67
146,131,11,58
146,130,1,8
138,105,1,4
154,156,1,4
154,155,3,12
100,148,16,84
154,153,5,34
743,118,1,5
100,147,1,11
154,152,35,194
123,139,1,6
123,137,1,5
146,129,12,89
123,136,2,9
146,128,1,10
100,142,2,14
146,127,24,157
123,134,2,9
100,141,3,14
146,126,4,20
123,133,4,25
100,140,40,280
146,122,1,9
146,120,1,8
131,158,1,6
131,156,15,86
154,148,2,9
131,155,4,24
154,147,3,15
131,153,7,37
100,139,5,28
131,151,1,5
100,138,1,9
131,150,5,32
100,137,1,4
154,142,4,23
100,136,4,20
100,134,1,4
146,119,30,180
100,133,4,36
146,118,3,18
123,125,16,76
146,117,4,29
146,116,1,8
100,130,1,4
146,111,1,4
131,148,2,15
154,139,24,142
131,146,9,53
154,138,2,12
154,137,1,4
131,142,3,19
100,129,8,53
131,141,9,41
720,106,1,4
131,140,27,161
100,127,2,15
100,126,2,9
154,131,1,5
100,123,1,6
100,122,1,6
100,121,1,10
146,107,5,27
100,120,3,12
146,106,1,4
131,139,9,54
131,138,2,10
154,129,2,13
131,136,3,16
131,135,1,7
154,127,1,5
131,134,1,5
154,126,1,6
100,119,1,7
154,124,10,56
100,118,1,6
131,130,6,35
100,117,1,5
123,109,3,18
100,116,1,6
154,121,16,90
123,106,1,4
100,113,1,8
123,104,1,4
131,129,57,319
131,128,1,5
131,127,5,50
154,119,3,13
131,126,1,4
154,118,1,4
154,117,3,14
131,124,1,5
154,116,2,10
131,121,1,5
131,120,68,409
100,107,1,5
100,105,9,67
154,110,1,12
100,101,1,5
131,119,78,477
131,118,7,42
131,117,25,142
131,116,9,53
154,106,2,8
154,105,2,10
739,142,1,4
131,107,24,126
131,106,14,69
131,105,12,83
131,104,1,8
739,139,1,8
119,156,5,29
119,155,14,72
119,154,2,15
119,153,5,29
